timestamp,target_temp,temp_ext,power,temp_int
2024-01-01T00:05:00,20.0,5.06,0.0,19.0037
2024-01-01T00:10:00,20.0,5.08,0.0,18.0754
2024-01-01T00:15:00,20.0,5.31,100.0,17.8078
2024-01-01T00:20:00,20.0,5.26,100.0,17.5548
2024-01-01T00:25:00,20.0,5.53,100.0,17.3366
2024-01-01T00:30:00,20.0,5.35,99.11,17.1158
2024-01-01T00:35:00,20.0,5.51,99.11,16.9201
2024-01-01T00:40:00,20.0,5.62,99.11,16.7451
2024-01-01T00:45:00,20.0,5.96,100.0,16.6096
2024-01-01T00:50:00,20.0,6.01,100.0,16.4861
2024-01-01T00:55:00,20.0,6.19,100.0,16.3833
2024-01-01T01:00:00,20.0,6.07,100.0,16.2791
2024-01-01T01:05:00,20.0,6.35,100.0,16.2006
2024-01-01T01:10:00,20.0,6.47,100.0,16.135
2024-01-01T01:15:00,20.0,6.67,100.0,16.0875
2024-01-01T01:20:00,20.0,6.62,100.0,16.04
2024-01-01T01:25:00,20.0,6.7,100.0,16.0009
2024-01-01T01:30:00,20.0,6.85,97.43,15.9595
2024-01-01T01:35:00,20.0,7.03,97.43,15.9327
2024-01-01T01:40:00,20.0,7.0,97.43,15.9058
2024-01-01T01:45:00,20.0,7.24,96.4,15.8906
2024-01-01T01:50:00,20.0,7.08,96.4,15.8654
2024-01-01T01:55:00,20.0,7.35,96.4,15.8598
2024-01-01T02:00:00,20.0,7.29,95.92,15.8478
2024-01-01T02:05:00,20.0,7.58,95.92,15.856
2024-01-01T02:10:00,20.0,7.43,95.92,15.8537
2024-01-01T02:15:00,20.0,7.78,100.0,15.8989
2024-01-01T02:20:00,20.0,7.72,100.0,15.937
2024-01-01T02:25:00,20.0,7.77,100.0,15.9762
2024-01-01T02:30:00,20.0,7.76,100.0,16.0121
2024-01-01T02:35:00,20.0,8.2,100.0,16.0745
2024-01-01T02:40:00,20.0,8.08,100.0,16.1246
2024-01-01T02:45:00,20.0,8.29,99.37,16.182
2024-01-01T02:50:00,20.0,8.44,99.37,16.2457
2024-01-01T02:55:00,20.0,8.36,99.37,16.2995
2024-01-01T03:00:00,20.0,8.62,96.6,16.3512
2024-01-01T03:05:00,20.0,8.58,96.6,16.3964
2024-01-01T03:10:00,20.0,8.66,96.6,16.4438
2024-01-01T03:15:00,20.0,8.83,97.03,16.5023
2024-01-01T03:20:00,20.0,8.84,97.03,16.5575
2024-01-01T03:25:00,20.0,8.92,97.03,16.6143
2024-01-01T03:30:00,20.0,8.83,95.13,16.6501
2024-01-01T03:35:00,20.0,8.95,95.13,16.6917
2024-01-01T03:40:00,20.0,9.13,95.13,16.7422
2024-01-01T03:45:00,20.0,8.93,95.79,16.7798
2024-01-01T03:50:00,20.0,9.23,95.79,16.8356
2024-01-01T03:55:00,20.0,9.27,95.79,16.8902
2024-01-01T04:00:00,20.0,9.12,100.0,16.9555
